ticket_id,title,description,account,location,status,priority,source,estimated_hours,primary_resource,role,queue,issue_type,sub_issue_type,work_type,contract_name,sla,created_at,created_by,completed_at,due_at,first_response_at,resolution,completed_by,is_legacy,priority_numeric,estimated_hours_clean,is_completed,resolution_hours,resolution_days,first_response_minutes,hours_until_due,hours_past_due,title_word_count,description_word_count,ticket_text
T20260105.0005,Windows update causing BSOD,Two workstations experiencing Blue Screen of Death after latest Windows cumulative update was installed.,ABLE Manufacturing HQ,Primary Location,Complete,Critical,Email,2.0,"Taylor, Mark",IT:Technician II,IT:Level I,IT:Hardware,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-01-05 17:00:00,"Administrator, Autotask",2026-01-12 06:00:00,2026-01-13 11:00:00,2026-01-05 17:00:00,"Identified KB5034441 as the problematic update conflicting with the Symantec endpoint agent. Booted both machines into Safe Mode, uninstalled the update, and added it to the WSUS decline list. Both workstations stable. Coordinated with Symantec support for a compatibility fix before re-deploying the update.","Taylor, Mark",False,4,2.0,True,157.0,6.54,0.0,186.0,,4,14,Windows update causing BSOD Two workstations experiencing Blue Screen of Death after latest Windows cumulative update was installed.
T20260101.0008,Desk phone not receiving calls,User's VoIP desk phone rings but no audio when answered. Other phones on the same switch work fine.,ABLE Manufacturing HQ,Primary Location,Complete,Medium,Email,2.0,"Anderson, Scott",IT:Service Manager,IT:Level I,SW:Change,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-01-01 08:00:00,"Administrator, Autotask",2026-01-05 02:30:00,2026-01-08 11:00:00,2026-01-01 08:00:00,Found the phone's audio codec settings had been reset to a non-supported format after a firmware auto-update. Reconfigured the codec priority to G.711 and rebooted the phone. Two-way audio confirmed working on both internal and external calls.,"Anderson, Scott",False,2,2.0,True,90.5,3.77,0.0,171.0,,5,18,Desk phone not receiving calls User's VoIP desk phone rings but no audio when answered. Other phones on the same switch work fine.
T20260124.0006,Zoom meeting room setup,Need to configure the new conference room TV and camera system for Zoom Rooms integration.,ABLE Manufacturing HQ,Primary Location,Complete,Low,Email,2.0,"Anderson, Scott",IT:Service Manager,IT:Level II,IT:Change,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-01-24 23:00:00,"Administrator, Autotask",2026-01-28 19:30:00,2026-02-02 11:00:00,2026-01-24 23:00:00,"Mounted the Logitech Rally camera system, connected to the conference room PC, and configured Zoom Rooms with the company license. Set up one-touch join with the room calendar integration. Tested audio, video, and screen sharing with a remote participant successfully.","Anderson, Scott",False,1,2.0,True,92.5,3.85,0.0,204.0,,4,15,Zoom meeting room setup Need to configure the new conference room TV and camera system for Zoom Rooms integration.
T20260225.0003,MFA not working on mobile device,User replaced their phone and can no longer receive MFA push notifications. Needs MFA token re-enrolled.,ABLE Manufacturing HQ,Primary Location,Complete,High,Email,2.0,"Miller, Susan",SW:Support II,IT:Level II,IT:Applications,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-02-25 19:00:00,"Administrator, Autotask",2026-03-07 12:00:00,2026-03-05 11:00:00,2026-02-25 19:00:00,"Revoked the old MFA token in Azure AD, re-enrolled the user's new device with Microsoft Authenticator, and verified push notifications working. Confirmed successful MFA login from both mobile and desktop.","Miller, Susan",False,3,2.0,True,233.0,9.71,0.0,184.0,49.0,6,16,MFA not working on mobile device User replaced their phone and can no longer receive MFA push notifications. Needs MFA token re-enrolled.
T20251210.0007,Outlook not syncing emails,User reports Outlook on their workstation is not syncing new emails. Restarting the application did not resolve the issue.,ABLE Manufacturing HQ,Primary Location,Complete,Medium,Email,2.0,"Taylor, Mark",IT:Technician II,IT:Change Requests,Triage,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-10 21:30:00,"Administrator, Autotask",2025-12-20 10:00:00,2025-12-18 11:00:00,2025-12-10 21:30:00,Rebuilt the Outlook profile and cleared the local OST cache. Re-synced the mailbox from Exchange Online. Verified all folders syncing correctly and monitored for 2 hours with no recurrence.,"Taylor, Mark",False,2,2.0,True,228.5,9.52,0.0,181.5,47.0,4,19,Outlook not syncing emails User reports Outlook on their workstation is not syncing new emails. Restarting the application did not resolve the issue.
T20260119.0007,Request to install project management software,Project lead requesting installation of Monday.com desktop app on their workstation.,ABLE Manufacturing HQ,Primary Location,Complete,Low,Email,2.0,"Taylor, Mark",IT:Technician II,IT:Level I,IT:Change,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-01-19 03:30:00,"Administrator, Autotask",2026-01-23 08:30:00,2026-01-26 11:00:00,2026-01-19 03:30:00,"Installed Monday.com desktop application, configured SSO integration with company Azure AD credentials, and verified the user can access their project boards. Added the application to the approved software list.","Taylor, Mark",False,1,2.0,True,101.0,4.21,0.0,175.5,,6,11,Request to install project management software Project lead requesting installation of Monday.com desktop app on their workstation.
T20260208.0008,OneDrive sync errors,User getting persistent sync conflict errors in OneDrive. Several files showing duplicate versions.,ABLE Manufacturing HQ,Primary Location,Complete,Medium,Email,2.0,"Taylor, Mark",IT:Technician II,Triage,Triage,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-02-08 03:30:00,"Administrator, Autotask",2026-02-17 04:30:00,2026-02-16 11:00:00,2026-02-08 03:30:00,"Identified sync conflicts caused by files exceeding the 256-character path length limit. Shortened the nested folder structure, resolved the duplicate file versions by keeping the most recent copies, and reset the OneDrive sync client. Sync now running clean with no errors.","Taylor, Mark",False,2,2.0,True,217.0,9.04,0.0,199.5,17.5,3,13,OneDrive sync errors User getting persistent sync conflict errors in OneDrive. Several files showing duplicate versions.
T20251213.0006,Keyboard and mouse not responding,User's wireless keyboard and mouse stopped working. New batteries did not fix the issue.,ABLE Manufacturing HQ,Primary Location,Complete,Medium,Email,2.0,"Anderson, Scott",IT:Service Manager,IT:Level II,SW:Change,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-13 22:30:00,"Administrator, Autotask",2025-12-22 13:30:00,2025-12-22 11:00:00,2025-12-13 22:30:00,"Determined the Logitech Unifying receiver had failed. Replaced the USB receiver, re-paired both the keyboard and mouse, and verified consistent input response. Provided a spare receiver to the user as backup.","Anderson, Scott",False,2,2.0,True,207.0,8.62,0.0,204.5,2.5,5,14,Keyboard and mouse not responding User's wireless keyboard and mouse stopped working. New batteries did not fix the issue.
T20251222.0008,Network printer offline,The Ricoh copier/printer in the main office shows offline status for all users. Physical device appears powered on.,ABLE Manufacturing HQ,Primary Location,Complete,High,Email,2.0,"Miller, Susan",SW:Support II,Triage,SW:Support,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-22 18:30:00,"Administrator, Autotask",2025-12-24 16:00:00,2025-12-30 11:00:00,2025-12-22 18:30:00,"Found the printer had obtained a new DHCP IP address after a network switch reboot. Assigned a static IP reservation in DHCP, updated the printer port configuration on the print server, and redeployed the printer via GPO. All users can now print successfully.","Miller, Susan",False,3,2.0,True,45.5,1.9,0.0,184.5,,3,18,Network printer offline The Ricoh copier/printer in the main office shows offline status for all users. Physical device appears powered on.
T20251214.0002,Password reset request,Employee locked out of their account after multiple failed login attempts. Requesting password reset and account unlock.,ABLE Manufacturing HQ,Primary Location,Complete,Low,Email,2.0,"Moore, James",IT:Technician II,IT:Change Requests,Triage,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-14 06:30:00,"Administrator, Autotask",2025-12-23 00:30:00,2025-12-22 11:00:00,2025-12-14 06:30:00,"Unlocked the AD account, reset the password, and required a password change at next login. Verified the user could sign in successfully to their workstation and email. Reminded user of the self-service password reset portal.","Moore, James",False,1,2.0,True,210.0,8.75,0.0,196.5,13.5,3,17,Password reset request Employee locked out of their account after multiple failed login attempts. Requesting password reset and account unlock.
T20251225.0005,New employee laptop setup,"New hire starting next Monday needs a laptop configured with standard software suite, email, and VPN access.",ABLE Manufacturing HQ,Primary Location,Complete,Low,Email,2.0,"Moore, James",IT:Technician II,IT:Level I,SW:Internal,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-25 06:00:00,"Administrator, Autotask",2025-12-28 21:00:00,2026-01-01 11:00:00,2025-12-25 06:00:00,"Configured new Dell Latitude with Windows 11, joined to domain, installed standard software suite (Office 365, Teams, GlobalProtect VPN, Adobe Reader). Set up email profile and verified VPN connectivity. Laptop ready for new hire.","Moore, James",False,1,2.0,True,87.0,3.62,0.0,173.0,,4,17,"New employee laptop setup New hire starting next Monday needs a laptop configured with standard software suite, email, and VPN access."
T20260126.0003,Email bouncing back to external clients,Several external clients report emails to our sales team are bouncing back with a 550 error.,ABLE Manufacturing HQ,Primary Location,Complete,Critical,Email,2.0,"Taylor, Mark",IT:Technician II,Triage,IT:Applications,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-01-26 13:00:00,"Administrator, Autotask",2026-01-26 21:00:00,2026-02-02 16:00:00,2026-01-26 13:00:00,Identified an expired MX record pointing to a decommissioned mail relay. Updated DNS MX records to point to the current Exchange Online endpoints. Flushed DNS cache on the domain registrar. Confirmed external email delivery restored within 30 minutes.,"Taylor, Mark",False,4,2.0,True,8.0,0.33,0.0,171.0,,6,16,Email bouncing back to external clients Several external clients report emails to our sales team are bouncing back with a 550 error.
T20260107.0004,File recovery request,User accidentally deleted a folder from the shared drive and needs it restored from backup.,ABLE Manufacturing HQ,Primary Location,Complete,Medium,Email,2.0,"Taylor, Mark",IT:Technician II,IT:Level II,SW:Internal,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-01-07 10:30:00,"Administrator, Autotask",2026-01-11 23:00:00,2026-01-14 13:30:00,2026-01-07 10:30:00,Restored the deleted folder and all contents from the previous night's Veeam backup snapshot. Verified file integrity and permissions match the original. Confirmed with the user that all expected files are present and accessible.,"Taylor, Mark",False,2,2.0,True,108.5,4.52,0.0,171.0,,3,15,File recovery request User accidentally deleted a folder from the shared drive and needs it restored from backup.
T20260205.0008,Teams calls have audio echo,Multiple users in the open office area report audio echo issues during Microsoft Teams calls.,ABLE Manufacturing HQ,Primary Location,Complete,Medium,Email,2.0,"Anderson, Scott",IT:Service Manager,IT:Level II,SW:Defect,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-02-05 01:00:00,"Administrator, Autotask",2026-02-08 22:00:00,2026-02-12 11:00:00,2026-02-05 01:00:00,"Identified that multiple users in close proximity were using laptop speakers instead of headsets, causing audio feedback loops. Distributed USB headsets to affected users and configured Teams audio settings to default to headset output. Echo issues eliminated.","Anderson, Scott",False,2,2.0,True,93.0,3.88,0.0,178.0,,5,15,Teams calls have audio echo Multiple users in the open office area report audio echo issues during Microsoft Teams calls.
T20260131.0007,New user account creation,"HR requests new Active Directory account, email, and standard group memberships for incoming Accounting associate.",ABLE Manufacturing HQ,Primary Location,Complete,Low,Email,2.0,"Moore, James",IT:Technician II,IT:Level I,Triage,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-01-31 17:00:00,"Administrator, Autotask",2026-02-07 23:30:00,2026-02-09 11:00:00,2026-01-31 17:00:00,"Created AD account with standard naming convention, added to Accounting security and distribution groups, provisioned Exchange Online mailbox, and configured OneDrive. Sent welcome credentials to the hiring manager via secure channel.","Moore, James",False,1,2.0,True,174.5,7.27,0.0,210.0,,4,15,"New user account creation HR requests new Active Directory account, email, and standard group memberships for incoming Accounting associate."
T20260216.0003,Request to install project management software,Project lead requesting installation of Monday.com desktop app on their workstation.,ABLE Manufacturing HQ,Primary Location,Complete,Low,Email,2.0,"Moore, James",IT:Technician II,IT:Level I,SW:Internal,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-02-16 16:30:00,"Administrator, Autotask",2026-02-17 17:00:00,2026-02-24 10:30:00,2026-02-16 16:30:00,"Installed Monday.com desktop application, configured SSO integration with company Azure AD credentials, and verified the user can access their project boards. Added the application to the approved software list.","Moore, James",False,1,2.0,True,24.5,1.02,0.0,186.0,,6,11,Request to install project management software Project lead requesting installation of Monday.com desktop app on their workstation.
T20260123.0003,Need access to CRM application,Sales rep needs access provisioned to the Salesforce CRM. Manager has approved the request.,ABLE Manufacturing HQ,Primary Location,Complete,Low,Email,2.0,"Anderson, Scott",IT:Service Manager,IT:Level II,SW:Internal,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-01-23 09:00:00,"Administrator, Autotask",2026-01-26 12:00:00,2026-01-30 12:00:00,2026-01-23 09:00:00,"Provisioned Salesforce CRM access with the Sales Rep profile, added to the appropriate role hierarchy, and configured SSO via Azure AD. Verified the user can log in and access their assigned accounts and opportunities. Sent onboarding guide to the user.","Anderson, Scott",False,1,2.0,True,75.0,3.12,0.0,171.0,,5,14,Need access to CRM application Sales rep needs access provisioned to the Salesforce CRM. Manager has approved the request.
T20260118.0005,Slow computer performance,User's workstation takes over 5 minutes to boot and applications are sluggish. Machine is 4 years old with HDD.,ABLE Manufacturing HQ,Primary Location,Complete,Medium,Email,2.0,"Miller, Susan",SW:Support II,IT:Level II,IT:Change,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-01-18 05:30:00,"Administrator, Autotask",2026-01-22 00:30:00,2026-01-26 11:00:00,2026-01-18 05:30:00,"Replaced the mechanical HDD with a 500GB SSD, cloned the existing OS image, and increased RAM from 8GB to 16GB. Boot time reduced from 5+ minutes to 35 seconds. User confirmed significant performance improvement across all applications.","Miller, Susan",False,2,2.0,True,91.0,3.79,0.0,197.5,,3,19,Slow computer performance User's workstation takes over 5 minutes to boot and applications are sluggish. Machine is 4 years old with HDD.
T20260109.0001,Password reset request,Employee locked out of their account after multiple failed login attempts. Requesting password reset and account unlock.,ABLE Manufacturing HQ,Primary Location,Complete,Low,Email,2.0,"Miller, Susan",SW:Support II,IT:Level II,IT:Hardware,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-01-09 08:30:00,"Administrator, Autotask",2026-01-11 15:30:00,2026-01-16 11:30:00,2026-01-09 08:30:00,"Unlocked the AD account, reset the password, and required a password change at next login. Verified the user could sign in successfully to their workstation and email. Reminded user of the self-service password reset portal.","Miller, Susan",False,1,2.0,True,55.0,2.29,0.0,171.0,,3,17,Password reset request Employee locked out of their account after multiple failed login attempts. Requesting password reset and account unlock.
T20251204.0010,Backup job failed overnight,Nightly backup job for the file server failed with a timeout error. Last successful backup was 3 days ago.,ABLE Manufacturing HQ,Primary Location,Complete,Critical,Email,2.0,"Taylor, Mark",IT:Technician II,Triage,Triage,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-04 06:30:00,"Administrator, Autotask",2025-12-11 09:00:00,2025-12-11 11:00:00,2025-12-04 06:30:00,"Identified that a runaway database process was locking files during the backup window. Rescheduled the database maintenance job to complete before the backup window. Cleared the stale lock files, restarted the backup agent, and successfully ran a full backup. Verified backup integrity with a test restore.","Taylor, Mark",False,4,2.0,True,170.5,7.1,0.0,172.5,,4,19,Backup job failed overnight Nightly backup job for the file server failed with a timeout error. Last successful backup was 3 days ago.
T20251202.0003,Suspicious phishing email reported,Employee forwarded a suspicious email claiming to be from IT asking for credentials. Needs investigation.,ABLE Manufacturing HQ,Primary Location,Complete,High,Email,2.0,"Taylor, Mark",IT:Technician II,IT:Level II,Triage,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-02 19:00:00,"Administrator, Autotask",2025-12-04 07:30:00,2025-12-10 11:00:00,2025-12-02 19:00:00,"Confirmed the email as a phishing attempt originating from a spoofed domain. Blocked the sender domain in the email gateway, purged the message from all mailboxes using content search, and submitted the URL to Microsoft for blacklisting. Sent a company-wide phishing awareness reminder.","Taylor, Mark",False,3,2.0,True,36.5,1.52,0.0,184.0,,4,15,Suspicious phishing email reported Employee forwarded a suspicious email claiming to be from IT asking for credentials. Needs investigation.
T20251208.0005,Internet speed slow at branch office,Branch office staff reporting significantly slower internet speeds since last week. ISP says no issues on their end.,ABLE Manufacturing HQ,Primary Location,Complete,High,Email,2.0,"Miller, Susan",SW:Support II,IT:Change Requests,SW:Change,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-08 16:00:00,"Administrator, Autotask",2025-12-10 08:00:00,2025-12-16 10:00:00,2025-12-08 16:00:00,Traced the issue to a failing WAN interface on the branch firewall showing CRC errors. Replaced the SFP module and patch cable. Speeds returned to the provisioned 500Mbps symmetric. Monitored for 48 hours with no further degradation.,"Miller, Susan",False,3,2.0,True,40.0,1.67,0.0,186.0,,6,18,Internet speed slow at branch office Branch office staff reporting significantly slower internet speeds since last week. ISP says no issues on their end.
T20260103.0004,Desk phone not receiving calls,User's VoIP desk phone rings but no audio when answered. Other phones on the same switch work fine.,ABLE Manufacturing HQ,Primary Location,Complete,Medium,Email,2.0,"Moore, James",IT:Technician II,IT:Level II,SW:Internal,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-01-03 16:30:00,"Administrator, Autotask",2026-01-11 13:30:00,2026-01-12 11:00:00,2026-01-03 16:30:00,Found the phone's audio codec settings had been reset to a non-supported format after a firmware auto-update. Reconfigured the codec priority to G.711 and rebooted the phone. Two-way audio confirmed working on both internal and external calls.,"Moore, James",False,2,2.0,True,189.0,7.88,0.0,210.5,,5,18,Desk phone not receiving calls User's VoIP desk phone rings but no audio when answered. Other phones on the same switch work fine.
T20260221.0006,VPN connection drops intermittently,"Remote employee experiences frequent VPN disconnections throughout the day, disrupting access to internal resources.",ABLE Manufacturing HQ,Primary Location,Complete,High,Email,2.0,"Anderson, Scott",IT:Service Manager,IT:Level II,Triage,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-02-21 10:00:00,"Administrator, Autotask",2026-02-27 11:00:00,2026-03-02 11:00:00,2026-02-21 10:00:00,"Diagnosed intermittent VPN disconnections to a conflicting network adapter driver. Updated the adapter driver, disabled IPv6 on the VPN tunnel adapter, and adjusted the idle timeout setting in the GlobalProtect client. Verified stable connectivity over a 4-hour remote session with no drops.","Anderson, Scott",False,3,2.0,True,145.0,6.04,0.0,217.0,,4,14,"VPN connection drops intermittently Remote employee experiences frequent VPN disconnections throughout the day, disrupting access to internal resources."
T20251205.0008,Teams calls have audio echo,Multiple users in the open office area report audio echo issues during Microsoft Teams calls.,ABLE Manufacturing HQ,Primary Location,Complete,Medium,Email,2.0,"Miller, Susan",SW:Support II,IT:Change Requests,IT:Applications,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-05 12:30:00,"Administrator, Autotask",2025-12-12 14:00:00,2025-12-12 15:30:00,2025-12-05 12:30:00,"Identified that multiple users in close proximity were using laptop speakers instead of headsets, causing audio feedback loops. Distributed USB headsets to affected users and configured Teams audio settings to default to headset output. Echo issues eliminated.","Miller, Susan",False,2,2.0,True,169.5,7.06,0.0,171.0,,5,15,Teams calls have audio echo Multiple users in the open office area report audio echo issues during Microsoft Teams calls.
T20251230.0007,Request for additional monitor,Department manager requesting a second monitor for their workstation to improve productivity.,ABLE Manufacturing HQ,Primary Location,Complete,Low,Email,2.0,"Moore, James",IT:Technician II,IT:Change Requests,SW:Internal,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-30 02:30:00,"Administrator, Autotask",2026-01-02 13:00:00,2026-01-06 11:00:00,2025-12-30 02:30:00,Deployed a 24-inch Dell monitor from inventory to the user's desk. Connected via DisplayPort through existing docking station. Configured dual-monitor extended display and adjusted resolution settings per user preference.,"Moore, James",False,1,2.0,True,82.5,3.44,0.0,176.5,,4,12,Request for additional monitor Department manager requesting a second monitor for their workstation to improve productivity.
T20260215.0007,MFA not working on mobile device,User replaced their phone and can no longer receive MFA push notifications. Needs MFA token re-enrolled.,ABLE Manufacturing HQ,Primary Location,Complete,High,Email,2.0,"Moore, James",IT:Technician II,IT:Level II,SW:Internal,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-02-15 12:00:00,"Administrator, Autotask",2026-02-19 14:00:00,2026-02-23 11:00:00,2026-02-15 12:00:00,"Revoked the old MFA token in Azure AD, re-enrolled the user's new device with Microsoft Authenticator, and verified push notifications working. Confirmed successful MFA login from both mobile and desktop.","Moore, James",False,3,2.0,True,98.0,4.08,0.0,191.0,,6,16,MFA not working on mobile device User replaced their phone and can no longer receive MFA push notifications. Needs MFA token re-enrolled.
T20260106.0006,New employee laptop setup,"New hire starting next Monday needs a laptop configured with standard software suite, email, and VPN access.",ABLE Manufacturing HQ,Primary Location,Complete,Low,Email,2.0,"Anderson, Scott",IT:Service Manager,IT:Change Requests,SW:Defect,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-01-06 04:30:00,"Administrator, Autotask",2026-01-14 15:00:00,2026-01-13 11:00:00,2026-01-06 04:30:00,"Configured new Dell Latitude with Windows 11, joined to domain, installed standard software suite (Office 365, Teams, GlobalProtect VPN, Adobe Reader). Set up email profile and verified VPN connectivity. Laptop ready for new hire.","Anderson, Scott",False,1,2.0,True,202.5,8.44,0.0,174.5,28.0,4,17,"New employee laptop setup New hire starting next Monday needs a laptop configured with standard software suite, email, and VPN access."
T20251227.0007,Network printer offline,The Ricoh copier/printer in the main office shows offline status for all users. Physical device appears powered on.,ABLE Manufacturing HQ,Primary Location,Complete,High,Email,2.0,"Taylor, Mark",IT:Technician II,IT:Level I,IT:Hardware,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-27 03:00:00,"Administrator, Autotask",2026-01-05 09:30:00,2026-01-05 11:00:00,2025-12-27 03:00:00,"Found the printer had obtained a new DHCP IP address after a network switch reboot. Assigned a static IP reservation in DHCP, updated the printer port configuration on the print server, and redeployed the printer via GPO. All users can now print successfully.","Taylor, Mark",False,3,2.0,True,222.5,9.27,0.0,224.0,,3,18,Network printer offline The Ricoh copier/printer in the main office shows offline status for all users. Physical device appears powered on.
T20260210.0003,OneDrive sync errors,User getting persistent sync conflict errors in OneDrive. Several files showing duplicate versions.,ABLE Manufacturing HQ,Primary Location,Complete,Medium,Email,2.0,"Anderson, Scott",IT:Service Manager,IT:Level I,SW:Support,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-02-10 03:30:00,"Administrator, Autotask",2026-02-11 04:00:00,2026-02-17 11:00:00,2026-02-10 03:30:00,"Identified sync conflicts caused by files exceeding the 256-character path length limit. Shortened the nested folder structure, resolved the duplicate file versions by keeping the most recent copies, and reset the OneDrive sync client. Sync now running clean with no errors.","Anderson, Scott",False,2,2.0,True,24.5,1.02,0.0,175.5,,3,13,OneDrive sync errors User getting persistent sync conflict errors in OneDrive. Several files showing duplicate versions.
T20251212.0006,VPN connection drops intermittently,"Remote employee experiences frequent VPN disconnections throughout the day, disrupting access to internal resources.",ABLE Manufacturing HQ,Primary Location,Complete,High,Email,2.0,"Anderson, Scott",IT:Service Manager,IT:Level I,SW:Support,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-12 01:00:00,"Administrator, Autotask",2025-12-13 16:00:00,2025-12-19 11:00:00,2025-12-12 01:00:00,"Diagnosed intermittent VPN disconnections to a conflicting network adapter driver. Updated the adapter driver, disabled IPv6 on the VPN tunnel adapter, and adjusted the idle timeout setting in the GlobalProtect client. Verified stable connectivity over a 4-hour remote session with no drops.","Anderson, Scott",False,3,2.0,True,39.0,1.62,0.0,178.0,,4,14,"VPN connection drops intermittently Remote employee experiences frequent VPN disconnections throughout the day, disrupting access to internal resources."
T20251230.0008,Suspicious phishing email reported,Employee forwarded a suspicious email claiming to be from IT asking for credentials. Needs investigation.,ABLE Manufacturing HQ,Primary Location,Complete,High,Email,2.0,"Moore, James",IT:Technician II,Triage,IT:Change,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-30 02:30:00,"Administrator, Autotask",2026-01-04 17:00:00,2026-01-06 11:00:00,2025-12-30 02:30:00,"Confirmed the email as a phishing attempt originating from a spoofed domain. Blocked the sender domain in the email gateway, purged the message from all mailboxes using content search, and submitted the URL to Microsoft for blacklisting. Sent a company-wide phishing awareness reminder.","Moore, James",False,3,2.0,True,134.5,5.6,0.0,176.5,,4,15,Suspicious phishing email reported Employee forwarded a suspicious email claiming to be from IT asking for credentials. Needs investigation.
T20260128.0003,Keyboard and mouse not responding,User's wireless keyboard and mouse stopped working. New batteries did not fix the issue.,ABLE Manufacturing HQ,Primary Location,Complete,Medium,Email,2.0,"Moore, James",IT:Technician II,IT:Level I,Triage,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-01-28 21:30:00,"Administrator, Autotask",2026-02-03 01:00:00,2026-02-05 11:00:00,2026-01-28 21:30:00,"Determined the Logitech Unifying receiver had failed. Replaced the USB receiver, re-paired both the keyboard and mouse, and verified consistent input response. Provided a spare receiver to the user as backup.","Moore, James",False,2,2.0,True,123.5,5.15,0.0,181.5,,5,14,Keyboard and mouse not responding User's wireless keyboard and mouse stopped working. New batteries did not fix the issue.
T20260106.0007,Teams calls have audio echo,Multiple users in the open office area report audio echo issues during Microsoft Teams calls.,ABLE Manufacturing HQ,Primary Location,Complete,Medium,Email,2.0,"Anderson, Scott",IT:Service Manager,IT:Level I,IT:Change,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-01-06 08:30:00,"Administrator, Autotask",2026-01-09 02:00:00,2026-01-13 11:30:00,2026-01-06 08:30:00,"Identified that multiple users in close proximity were using laptop speakers instead of headsets, causing audio feedback loops. Distributed USB headsets to affected users and configured Teams audio settings to default to headset output. Echo issues eliminated.","Anderson, Scott",False,2,2.0,True,65.5,2.73,0.0,171.0,,5,15,Teams calls have audio echo Multiple users in the open office area report audio echo issues during Microsoft Teams calls.
T20260120.0007,New user account creation,"HR requests new Active Directory account, email, and standard group memberships for incoming Accounting associate.",ABLE Manufacturing HQ,Primary Location,Complete,Low,Email,2.0,"Taylor, Mark",IT:Technician II,IT:Level I,IT:Change,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-01-20 07:30:00,"Administrator, Autotask",2026-01-24 00:00:00,2026-01-27 11:00:00,2026-01-20 07:30:00,"Created AD account with standard naming convention, added to Accounting security and distribution groups, provisioned Exchange Online mailbox, and configured OneDrive. Sent welcome credentials to the hiring manager via secure channel.","Taylor, Mark",False,1,2.0,True,88.5,3.69,0.0,171.5,,4,15,"New user account creation HR requests new Active Directory account, email, and standard group memberships for incoming Accounting associate."
T20251218.0004,QuickBooks not launching after update,QuickBooks Desktop crashes immediately on launch after the latest update was applied overnight.,ABLE Manufacturing HQ,Primary Location,Complete,Medium,Email,2.0,"Miller, Susan",SW:Support II,IT:Level II,SW:Support,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-18 05:30:00,"Administrator, Autotask",2025-12-19 12:00:00,2025-12-25 11:00:00,2025-12-18 05:30:00,"Rolled back the problematic QuickBooks update (R5 to R4), repaired the company file using the QuickBooks File Doctor tool, and verified the application launches and data integrity is intact. Deferred the update pending a patch from Intuit.","Miller, Susan",False,2,2.0,True,30.5,1.27,0.0,173.5,,5,13,QuickBooks not launching after update QuickBooks Desktop crashes immediately on launch after the latest update was applied overnight.
T20251227.0008,Request for additional monitor,Department manager requesting a second monitor for their workstation to improve productivity.,ABLE Manufacturing HQ,Primary Location,Complete,Low,Email,2.0,"Taylor, Mark",IT:Technician II,IT:Change Requests,IT:Change,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-27 04:00:00,"Administrator, Autotask",2025-12-28 17:30:00,2026-01-05 11:00:00,2025-12-27 04:00:00,Deployed a 24-inch Dell monitor from inventory to the user's desk. Connected via DisplayPort through existing docking station. Configured dual-monitor extended display and adjusted resolution settings per user preference.,"Taylor, Mark",False,1,2.0,True,37.5,1.56,0.0,223.0,,4,12,Request for additional monitor Department manager requesting a second monitor for their workstation to improve productivity.
